age,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code
35,1,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,2,2,1,1,0,6
60,1,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,3,2,0,0,1,0,3
43,2,0,1.1,93.994,-36.4,4.855,5191.0,2,1,3,2,0,1,1,0,6
35,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,1,0,2,2,0,1,2,6
49,2,0,1.4,93.91799999999999,-42.7,4.963,5228.1,6,0,6,2,0,0,1,4,3
53,2,0,1.1,93.994,-36.4,4.857,5191.0,9,0,5,0,0,1,1,0,6
46,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,1,2,0,0,0,1,3,7
45,2,0,1.4,94.465,-41.8,4.864,5228.1,2,1,3,0,0,1,1,3,4
26,8,0,1.1,93.994,-36.4,4.86,5191.0,10,2,2,0,2,1,1,2,6
40,1,0,1.4,93.91799999999999,-42.7,4.958,5228.1,7,1,2,2,0,0,1,2,3
48,1,0,-0.1,93.2,-42.0,4.021,5195.8,1,1,0,2,2,0,1,0,7
37,1,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,1,1,2,6
34,1,0,-2.9,92.20100000000001,-31.4,0.884,5076.2,9,2,5,0,0,0,1,4,1
51,1,0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,0,0,1,1,4,4
59,1,0,1.4,93.91799999999999,-42.7,4.96,5228.1,9,0,6,0,0,0,1,1,3
29,1,0,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,0,2,3,2,0,0,1,0,1
44,1,0,1.1,93.994,-36.4,4.856,5191.0,4,2,6,2,2,1,1,4,6
46,1,0,1.4,94.465,-41.8,4.864,5228.1,9,1,3,0,0,1,1,3,4
47,1,0,1.4,94.465,-41.8,4.961,5228.1,1,1,0,0,0,1,1,1,4
46,22,0,1.1,93.994,-36.4,4.86,5191.0,1,1,1,2,0,1,1,2,6
51,4,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,1,3,2,0,0,1,4,1
25,1,0,1.1,93.994,-36.4,4.855,5191.0,1,2,0,0,0,1,1,0,6
47,1,0,1.4,93.91799999999999,-42.7,4.961,5228.1,7,0,5,0,0,0,1,3,3
36,1,0,1.4,94.465,-41.8,4.864,5228.1,2,1,6,2,2,1,1,4,4
54,2,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,4,0,6,2,2,0,0,4,6
37,2,0,1.1,93.994,-36.4,4.856,5191.0,1,1,3,0,0,1,1,3,6
44,1,0,-1.8,92.84299999999999,-50.0,1.757,5099.1,4,1,1,2,2,0,1,2,5
39,2,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,0,1,1,1,6
31,16,0,-1.8,93.075,-47.1,1.406,5099.1,0,2,6,0,0,0,1,2,0
35,3,0,1.4,93.444,-36.1,4.968,5228.1,9,0,5,0,0,0,1,3,1
46,1,0,1.1,93.994,-36.4,4.855,5191.0,1,0,2,2,0,1,1,0,6
34,4,0,1.4,93.91799999999999,-42.7,4.962,5228.1,4,2,7,0,0,0,1,3,3
33,2,1,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0,2,3,2,0,0,0,4,0
55,4,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,9,1,1,2,0,1,1,4,6
53,20,0,1.4,93.91799999999999,-42.7,4.961,5228.1,3,1,0,0,0,0,1,3,3
57,2,0,1.4,94.465,-41.8,4.864,5228.1,1,0,2,2,0,1,1,3,4
32,3,0,1.4,94.465,-41.8,4.959,5228.1,1,1,5,0,2,1,1,0,4
29,1,0,-1.8,93.075,-47.1,1.405,5099.1,6,2,6,2,0,0,1,1,0
53,1,0,1.1,93.994,-36.4,4.856,5191.0,0,1,3,2,0,1,1,3,6
30,2,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,0,2,0,0,1,1,6
53,1,0,-0.1,93.2,-42.0,4.021,5195.8,9,1,7,0,0,0,1,0,7
38,4,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,2,0,0,1,1,0
40,2,0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,2,0,1,1,1,6
37,1,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1,3,2,0,1,1,1,6
41,1,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,6,0,0,0,1,3,0
30,6,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,2,5,0,0,0,1,4,1
48,7,0,1.4,93.444,-36.1,4.966,5228.1,1,1,0,0,0,0,1,3,1
53,3,0,1.4,93.91799999999999,-42.7,4.96,5228.1,7,1,3,0,0,1,1,1,3
37,2,0,1.4,94.465,-41.8,4.865,5228.1,1,1,2,0,0,1,1,1,4
46,1,0,1.4,94.465,-41.8,4.967,5228.1,2,1,7,2,0,1,1,0,4
36,2,0,1.4,94.465,-41.8,4.961,5228.1,9,1,6,2,0,1,1,1,4
56,1,0,-3.4,92.37899999999999,-29.8,0.778,5017.5,0,1,3,0,0,0,1,2,9
54,1,0,1.1,93.994,-36.4,4.855,5191.0,0,1,6,0,0,1,1,2,6
24,1,0,1.4,94.465,-41.8,4.96,5228.1,10,1,6,2,0,1,1,1,4
34,1,0,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,4,1,6,0,0,0,1,3,5
56,2,0,1.1,93.994,-36.4,4.864,5191.0,0,1,3,2,0,1,1,0,6
56,1,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,1,2,2,0,1,1,0
36,3,0,1.4,94.465,-41.8,4.959,5228.1,0,0,6,2,0,1,1,0,4
33,5,0,1.1,93.994,-36.4,4.864,5191.0,6,1,1,0,0,1,1,0,6
30,6,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,2,0,2,0,1,1,6
37,23,0,1.4,94.465,-41.8,4.959,5228.1,4,1,6,0,0,1,1,0,4
32,5,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2,6,0,0,0,1,0,6
32,3,0,1.1,93.994,-36.4,4.857,5191.0,2,1,3,2,0,1,1,0,6
25,2,0,1.1,93.994,-36.4,4.859,5191.0,1,2,0,2,0,1,1,0,6
32,2,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,6,0,0,0,1,2,6
32,2,0,1.4,93.91799999999999,-42.7,4.959,5228.1,1,1,1,0,2,1,1,0,3
30,1,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,1,6,0,0,0,1,4,6
54,2,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,2,2,1,1,2,6
60,2,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,1,3,0,2,1,1,1,6
43,1,0,-1.8,93.369,-34.8,0.6509999999999999,5008.7,6,1,6,2,0,0,1,4,5
56,1,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,1,2,0,0,0,0,0,6
34,1,0,-1.8,93.075,-47.1,1.365,5099.1,9,2,5,2,0,0,1,2,0
29,3,0,1.4,94.465,-41.8,4.865,5228.1,7,0,3,0,2,1,1,1,4
58,1,0,1.4,94.465,-41.8,4.947,5228.1,1,1,0,0,0,1,1,0,4
43,1,0,-1.8,93.075,-47.1,1.466,5099.1,7,1,5,0,0,0,1,1,0
38,2,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1,1,0,2,0,0,0,2,7
32,4,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2,3,2,0,0,1,2,7
35,1,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,0,2,0,0,1,1,6
47,1,0,-1.8,93.876,-40.0,0.701,5008.7,0,2,6,2,2,0,1,1,6
51,2,0,1.1,93.994,-36.4,4.859,5191.0,9,1,5,0,0,1,1,4,6
25,1,1,-2.9,92.963,-40.8,1.26,5076.2,9,2,6,2,2,0,0,4,4
37,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,3,0,2,0,0,0,0
29,2,1,-2.9,92.963,-40.8,1.26,5076.2,7,2,3,0,0,1,0,4,4
41,1,0,1.1,93.994,-36.4,4.856,5191.0,9,1,2,2,0,1,1,3,6
31,1,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,1,1,3,6
39,3,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,1,0,0,0,1,4,3
50,2,0,-3.0,92.713,-33.0,0.718,5023.5,0,2,3,2,0,1,1,0,2
39,2,0,1.1,93.994,-36.4,4.857,5191.0,2,1,1,2,2,1,1,1,6
50,1,0,1.1,93.994,-36.4,4.856,5191.0,1,1,0,0,2,1,1,3,6
29,7,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,2,0,0,1,0,1
25,1,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0,2,7,2,0,0,0,1,7
27,9,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,3,2,6,2,0,0,1,3,6
35,9,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,4,1,6,0,2,0,1,0,1
40,1,0,1.4,93.444,-36.1,4.968,5228.1,3,0,2,2,0,0,1,2,1
59,6,0,1.4,93.444,-36.1,4.965,5228.1,5,1,2,2,0,0,1,1,1
47,1,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,2,1,5,2,0,0,1,1,6
41,1,1,-1.8,93.075,-47.1,1.405,5099.1,10,1,2,2,0,1,0,0,0
40,1,0,1.1,93.994,-36.4,4.856,5191.0,1,1,1,0,0,1,1,3,6
24,1,0,1.1,93.994,-36.4,4.859,5191.0,8,2,3,1,1,1,1,0,6
49,2,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,2,1,0,2,0,0,1,4,6
35,4,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,2,5,0,2,0,1,0,1
52,1,0,1.4,93.444,-36.1,4.968,5228.1,9,1,5,2,0,0,1,3,1
31,6,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,7,1,3,2,0,0,1,3,6
35,2,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,1,1,4,6
47,2,0,1.4,93.91799999999999,-42.7,4.962,5228.1,9,1,2,2,0,0,1,1,3
34,8,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,7,1,5,2,2,0,1,2,6
25,2,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,9,2,5,1,1,0,1,1,6
33,1,0,1.1,93.994,-36.4,4.859,5191.0,7,2,3,0,0,1,1,0,6
32,6,0,1.4,93.444,-36.1,4.962,5228.1,9,1,5,2,0,0,1,2,1
26,12,0,1.4,93.91799999999999,-42.7,4.961,5228.1,7,2,3,0,2,0,1,3,3
25,3,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,8,2,3,2,0,0,1,1,6
74,2,0,-1.8,93.749,-34.6,0.643,5008.7,5,0,0,2,0,0,1,1,0
39,1,0,-0.1,93.2,-42.0,4.12,5195.8,10,1,2,0,0,0,1,4,7
26,1,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,4,2,6,2,2,0,0,2,6
57,6,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,1,0,2,2,0,1,1,1,6
27,1,0,-1.8,93.075,-47.1,1.415,5099.1,9,2,5,0,0,0,1,4,0
33,1,0,-1.8,93.075,-47.1,1.435,5099.1,6,1,6,2,0,0,1,2,0
42,1,0,1.1,93.994,-36.4,4.855,5191.0,0,1,6,0,0,1,1,2,6
41,2,0,-1.8,93.075,-47.1,1.41,5099.1,1,1,3,0,2,1,1,2,0
34,1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,3,0,0,1,1,4,4
49,2,0,1.1,93.994,-36.4,4.855,5191.0,9,1,5,0,0,1,1,2,6
33,1,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,3,2,0,0,1,1,0
32,16,0,1.4,93.91799999999999,-42.7,4.962,5228.1,2,0,6,0,0,0,1,0,3
25,7,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,8,2,3,2,0,1,1,1,6
37,3,0,1.4,93.91799999999999,-42.7,4.955,5228.1,7,0,3,0,0,1,1,3,3
38,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,2,0,0,0,1,0
46,3,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,1,3,2,2,1,1,3,6
33,1,0,-2.9,92.963,-40.8,1.26,5076.2,1,1,5,2,0,0,1,4,4
30,1,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,1,2,2,0,0,0,1,4,1
55,1,0,1.1,93.994,-36.4,4.856,5191.0,9,1,2,2,2,1,1,3,6
52,2,0,1.1,93.994,-36.4,4.864,5191.0,6,1,6,2,0,1,1,0,6
38,9,0,1.1,93.994,-36.4,4.855,5191.0,0,2,6,0,0,1,1,2,6
48,1,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,0,0,0,1,2,3
33,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,2,1,0,0,0,1,4,6
43,1,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,7,0,3,2,0,0,1,1,6
29,2,1,-1.7,94.055,-39.8,0.723,4991.6,0,1,3,2,0,0,2,3,4
47,1,0,-0.1,93.2,-42.0,4.191,5195.8,4,1,6,0,0,0,1,1,7
29,2,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,1,3,1
37,3,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4
37,1,0,1.4,93.91799999999999,-42.7,4.963,5228.1,9,1,6,0,0,0,1,2,3
42,1,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,1,1,1,1,3,6
39,1,1,-1.8,93.369,-34.8,0.639,5008.7,9,0,3,0,0,0,2,1,5
26,3,0,-3.4,92.431,-26.9,0.742,5017.5,8,2,2,2,0,1,1,3,8
43,2,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1,3,2,0,1,1,4,6
34,2,0,1.4,94.465,-41.8,4.955,5228.1,0,2,6,0,0,1,1,2,4
59,4,0,1.4,93.91799999999999,-42.7,4.961,5228.1,3,0,7,1,1,0,1,3,3
42,1,0,1.1,93.994,-36.4,4.857,5191.0,9,1,3,0,0,1,1,1,6
59,1,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,5,1,2,2,0,0,1,4,1
34,14,0,1.4,94.465,-41.8,4.96,5228.1,0,1,6,2,0,1,1,1,4
29,2,0,1.4,93.444,-36.1,4.963,5228.1,0,0,3,2,0,0,1,2,1
48,1,2,-1.8,93.749,-34.6,0.644,5008.7,0,1,6,0,0,1,2,2,0
51,1,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,0,2,2,1,1,1,6
45,5,0,-1.8,93.075,-47.1,1.435,5099.1,0,1,6,2,2,0,1,2,0
46,2,0,1.4,93.444,-36.1,4.967,5228.1,1,1,0,0,0,0,1,4,1
39,3,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,2,0,1,1,0,6
32,8,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,1,2,0,0,0,1,0,6
31,3,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2,6,2,0,0,0,0,6
40,7,0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,1,1,0
34,2,0,1.4,93.444,-36.1,4.965,5228.1,9,1,5,0,0,0,1,1,1
51,1,0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,2,0,1,2,1
46,1,0,-0.1,93.2,-42.0,4.191,5195.8,9,1,5,2,0,0,1,1,7
37,1,0,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1,2,2,0,0,1,0,3
36,2,0,-1.8,93.075,-47.1,1.405,5099.1,9,2,5,2,0,0,1,1,0
30,2,0,1.1,93.994,-36.4,4.857,5191.0,1,0,2,0,0,1,1,3,6
36,4,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,5,2,0,0,1,0,0
55,1,2,-3.0,92.713,-33.0,0.7140000000000001,5023.5,0,1,5,2,0,0,2,2,2
47,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,9,0,6,2,0,0,1,2,6
46,3,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,2,1,1,0,4
32,1,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,2,0,1,1,1,6
50,6,0,1.4,94.465,-41.8,4.864,5228.1,0,2,6,0,0,1,1,4,4
32,1,0,1.4,93.91799999999999,-42.7,4.963,5228.1,9,2,6,2,0,0,1,2,3
42,1,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,0,0,0,1,0,0
40,1,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,1,2,0,1,1,1,6
27,6,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,1,3,2,0,1,1,4,3
32,3,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,1,1,0,6
39,4,1,-0.1,93.2,-42.0,4.191,5195.8,1,1,2,2,0,0,0,1,7
46,3,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,1,2,0,0,0,1,1,3
46,3,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,1,0,2,0,0,1,0,6
24,1,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,1,2,2,0,0,1,1,3
34,1,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,1,1,2,2,0,1,1,3
38,5,0,1.4,94.465,-41.8,4.955,5228.1,1,1,3,0,0,1,1,2,4
30,1,0,1.4,93.444,-36.1,4.963,5228.1,9,2,5,2,0,0,1,2,1
49,2,0,1.4,94.465,-41.8,4.958,5228.1,9,1,5,2,0,1,1,2,4
47,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,7,2,0,0,1,2,3
56,1,0,1.1,93.994,-36.4,4.855,5191.0,0,1,3,2,0,1,1,0,6
38,3,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,2,2,0,1,1,1
39,1,0,1.4,93.444,-36.1,4.967,5228.1,0,2,6,0,0,0,1,4,1
31,1,0,1.4,93.91799999999999,-42.7,4.959,5228.1,10,2,5,0,0,1,1,0,3
33,8,0,1.4,93.91799999999999,-42.7,4.958,5228.1,1,2,2,2,0,1,1,2,3
72,1,0,-1.7,94.215,-40.3,0.87,4991.6,5,1,0,2,0,0,1,1,3
23,5,1,-1.7,94.215,-40.3,0.846,4991.6,1,2,2,2,0,0,0,2,3
28,2,0,1.1,93.994,-36.4,4.857,5191.0,1,2,1,1,1,1,1,0,6
47,1,0,1.1,93.994,-36.4,4.857,5191.0,11,1,7,2,0,1,1,1,6
59,2,0,-1.8,93.369,-34.8,0.639,5008.7,10,1,2,2,0,0,1,1,5
23,1,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,1,2,3,2,0,0,1,1,6
38,1,0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,0,0,1,0,1
48,4,0,1.1,93.994,-36.4,4.855,5191.0,1,1,5,0,0,1,1,0,6
52,1,0,-1.7,94.215,-40.3,0.893,4991.6,0,1,5,0,0,0,1,3,3
47,7,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,2,0,1,1,2,6
48,1,0,1.4,93.91799999999999,-42.7,4.961,5228.1,7,1,3,0,0,0,1,3,3
65,3,1,-3.4,92.431,-26.9,0.7390000000000001,5017.5,5,1,7,1,1,1,0,1,8
53,5,0,1.4,93.91799999999999,-42.7,4.963,5228.1,4,2,5,0,0,0,1,4,3
57,2,0,1.4,93.444,-36.1,4.965,5228.1,1,1,2,2,0,0,1,1,1
38,2,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,2,3,0,2,1,1,3,3
27,1,0,1.4,93.91799999999999,-42.7,4.957,5228.1,7,1,3,2,0,0,1,0,3
54,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,6,1,2,0,2,0,1,3,7
52,12,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,0,0,2,0,1,0,3
31,1,0,-1.1,94.199,-37.5,0.879,4963.6,8,2,7,2,0,1,1,1,9
44,3,0,1.4,94.465,-41.8,4.962,5228.1,0,2,3,0,0,1,1,4,4
25,2,0,1.4,94.465,-41.8,4.962,5228.1,1,2,2,0,0,1,1,4,4
36,1,0,-0.1,93.79799999999999,-40.4,4.936,5195.8,9,1,3,0,0,1,1,4,8
44,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,11,1,7,2,0,0,1,2,3
46,1,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,3,2,0,0,0,2,7
35,1,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,5,2,0,0,1,0,0
22,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,1,2,2,0,0,1,2,6
33,1,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,1,0,0,0,1,4,3
45,1,1,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0,1,6,0,0,0,2,4,3
36,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,1,1,1,1,0,4
40,4,0,1.4,94.465,-41.8,4.865,5228.1,0,2,3,2,0,1,1,1,4
39,1,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,0,2,0,0,0,0,4,6
49,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,7,1,3,2,0,0,0,1,6
38,5,0,1.4,93.444,-36.1,4.965,5228.1,9,1,3,0,0,0,1,3,1
42,2,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,1,0,0,0,0,1,3,6
48,1,0,1.1,93.994,-36.4,4.856,5191.0,9,1,3,0,2,1,1,3,6
25,1,0,-1.8,93.075,-47.1,1.405,5099.1,9,2,6,0,0,0,1,0,0
38,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,2,0,0,1,1,0,4
39,2,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,1,0,0,0,1,1,6
40,3,0,1.1,93.994,-36.4,4.855,5191.0,10,1,2,2,2,1,1,0,6
58,4,0,-1.8,92.84299999999999,-50.0,1.538,5099.1,10,1,0,2,0,0,1,2,5
26,1,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,3,0,0,0,1,2,3
32,1,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,2,0,2,0,1,1,6
49,2,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1,3,0,0,0,1,0,3
54,3,2,-3.4,92.649,-30.1,0.715,5017.5,9,1,2,0,0,0,0,3,7
30,2,0,1.1,93.994,-36.4,4.857,5191.0,1,2,7,2,2,1,1,3,6
44,1,0,1.1,93.994,-36.4,4.857,5191.0,11,2,2,2,0,1,1,3,6
46,1,0,1.4,93.444,-36.1,4.965,5228.1,1,1,1,0,0,0,1,4,1
50,1,0,1.1,93.994,-36.4,4.859,5191.0,1,2,2,0,0,1,1,0,6
34,2,0,1.4,94.465,-41.8,4.961,5228.1,0,1,6,0,0,1,1,1,4
35,2,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,6,2,6,1,1,0,1,1,8
49,5,0,1.1,93.994,-36.4,4.856,5191.0,0,2,3,0,0,1,1,3,6
56,2,0,-1.8,92.84299999999999,-50.0,1.629,5099.1,5,1,6,2,2,0,1,1,5
56,1,0,1.4,94.465,-41.8,4.865,5228.1,5,0,0,0,0,1,1,1,4
49,1,0,-1.8,93.075,-47.1,1.479,5099.1,3,1,0,0,0,0,1,0,0
25,4,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2,3,0,0,0,1,1,6
31,1,0,1.4,93.444,-36.1,4.967,5228.1,4,1,6,0,2,0,1,4,1
33,1,1,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,1,2,2,0,0,0,0,0,1
28,1,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1,6,0,2,0,1,4,3
36,3,0,1.4,94.465,-41.8,4.959,5228.1,11,2,1,0,0,1,1,4,4
58,1,0,-3.4,92.431,-26.9,0.74,5017.5,9,1,0,2,0,0,1,4,8
41,2,0,-2.9,92.963,-40.8,1.262,5076.2,9,1,5,0,0,0,1,3,4
49,2,0,1.4,93.91799999999999,-42.7,4.962,5228.1,4,1,6,2,0,1,1,0,3
46,15,0,1.1,93.994,-36.4,4.859,5191.0,10,0,3,2,2,1,1,0,6
37,2,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,2,0,1,1,3,6
52,2,0,-0.1,93.2,-42.0,4.021,5195.8,2,1,6,2,2,0,1,0,7
42,1,0,-1.8,93.075,-47.1,1.445,5099.1,1,1,1,2,2,0,1,4,0
33,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,2,0,1,1,4,6
52,4,0,1.1,93.994,-36.4,4.855,5191.0,6,1,6,2,0,1,1,0,6
31,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0,6,2,0,0,1,2,1
50,1,0,-2.9,92.963,-40.8,1.268,5076.2,2,1,2,0,0,1,1,0,4
28,1,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2,6,2,0,0,0,1,6
52,9,0,1.4,93.444,-36.1,4.962,5228.1,9,1,5,2,0,0,1,2,1
35,1,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,5,2,0,0,1,2,3
70,2,1,-1.8,93.749,-34.6,0.642,5008.7,5,1,0,2,0,1,0,3,0
36,6,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2,7,2,0,0,1,1,6
33,2,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,1,6,0,0,0,1,2,1
27,1,1,-1.1,94.199,-37.5,0.879,4963.6,9,2,6,2,0,0,2,2,9
55,2,1,-1.7,94.215,-40.3,0.79,4991.6,0,1,6,2,2,0,0,0,3
27,3,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,2,3,2,2,0,0,4,6
44,5,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,7,1,2,2,0,0,1,1,6
36,3,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,1,0,2,2,0,1,2,6
38,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,2,0,2,1,0,1,6
30,4,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,10,1,3,2,2,1,1,1,6
40,1,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,4,2,6,2,0,0,1,0,6
39,1,1,-1.8,93.369,-34.8,0.65,5008.7,0,0,6,2,0,0,2,2,5
35,6,0,1.1,93.994,-36.4,4.857,5191.0,7,1,1,0,0,1,1,1,6
33,1,0,1.1,93.994,-36.4,4.855,5191.0,4,1,6,0,0,1,1,0,6
31,2,0,1.1,93.994,-36.4,4.856,5191.0,7,1,2,0,0,1,1,3,6
41,1,0,1.4,93.91799999999999,-42.7,4.96,5228.1,9,0,3,2,0,1,1,1,3
45,3,0,1.4,94.465,-41.8,4.947,5228.1,9,2,5,2,0,1,1,0,4
35,2,0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,2,0,0,1,1,1
37,2,1,-1.8,93.075,-47.1,1.365,5099.1,6,2,6,2,0,0,0,2,0
27,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,11,2,3,2,2,0,0,1,6
35,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,3,2,0,0,1,4,6
57,2,1,-1.8,93.749,-34.6,0.642,5008.7,3,1,0,0,0,0,2,4,0
32,4,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1,1,1,0,0,0,1,2,7
30,3,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,9,1,5,0,0,1,1,4,6
31,3,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,2,3,2,0,0,1,2,1
